QUANTITYORDERED,PRICEEACH,SALES,STATUS,MONTH_ID,YEAR_ID,PRODUCTLINE,CUSTOMERNAME,CITY,COUNTRY,TERRITORY,DEALSIZE
46,100,7381.16,Shipped,11,2003,Classic Cars,"Iberia Gift Imports, Corp.",Sevilla,Spain,EMEA,Large
27,100,5128.11,Shipped,11,2003,Classic Cars,Mini Classics,White Plains,USA,NA,Medium
44,100,7060.24,Shipped,12,2003,Classic Cars,Diecast Collectables,Boston,USA,NA,Large
43,100,8448.64,Shipped,2,2004,Classic Cars,Signal Collectibles Ltd.,Brisbane,USA,NA,Large
49,100,7300.51,Shipped,3,2004,Classic Cars,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Large
40,100,6549.2,Shipped,5,2004,Classic Cars,Euro Shopping Channel,Madrid,Spain,EMEA,Medium
30,100,5697.9,Shipped,6,2004,Classic Cars,Handji Gifts& Co,Singapore,Singapore,APAC,Medium
50,100,9169,Shipped,7,2004,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Large
23,100,3238.63,Shipped,8,2004,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium
26,100,4554.94,Shipped,9,2004,Classic Cars,Land of Toys Inc.,NYC,USA,NA,Medium
27,100,3934.44,Shipped,10,2004,Classic Cars,Marta's Replicas Co.,Cambridge,USA,NA,Medium
42,100,5776.26,Shipped,10,2004,Classic Cars,Heintze Collectables,Aaarhus,Denmark,EMEA,Medium
47,100,7207.45,Shipped,11,2004,Classic Cars,Vitachrome Inc.,NYC,USA,NA,Large
49,100,7460.74,Shipped,11,2004,Classic Cars,"La Corne D'abondance, Co.",Paris,France,EMEA,Large
38,100,6719.54,Shipped,12,2004,Classic Cars,Muscle Machine Inc,NYC,USA,NA,Medium
20,100,2428,Shipped,12,2004,Classic Cars,Euro Shopping Channel,Madrid,Spain,EMEA,Small
25,100,2602.25,Shipped,1,2005,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small
25,88,2200,Shipped,2,2005,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small
41,100,6712.93,Shipped,5,2005,Classic Cars,Euro Shopping Channel,Madrid,Spain,EMEA,Medium
28,100,5318.04,In Process,5,2005,Classic Cars,La Rochelle Gifts,Nantes,France,EMEA,Medium
50,67.8,3390,Shipped,1,2003,Vintage Cars,Online Diecast Creations Co.,Nashua,USA,NA,Medium
32,50.25,1608,Shipped,3,2003,Vintage Cars,"AV Stores, Co.",Manchester,UK,EMEA,Small
42,53.88,2262.96,Shipped,5,2003,Vintage Cars,Signal Gift Stores,Las Vegas,USA,NA,Small
24,62.36,1496.64,Shipped,9,2003,Vintage Cars,Signal Collectibles Ltd.,Brisbane,USA,NA,Small
27,69.62,1879.74,Shipped,10,2003,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,USA,NA,Small
26,57.51,1495.26,Shipped,11,2003,Vintage Cars,Rovelli Gifts,Bergamo,Italy,EMEA,Small
38,61.15,2323.7,Shipped,11,2003,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small
42,59.33,2491.86,Shipped,11,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Small
23,71.44,1643.12,Shipped,12,2003,Vintage Cars,Muscle Machine Inc,NYC,USA,NA,Small
21,62.96,1322.16,Shipped,1,2004,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Small
28,50.85,1423.8,Shipped,3,2004,Vintage Cars,"Saveley & Henriot, Co.",Lyon,France,EMEA,Small
33,72.65,2397.45,Shipped,4,2004,Vintage Cars,Mini Caravy,Strasbourg,France,EMEA,Small
25,62.96,1574,Shipped,8,2004,Vintage Cars,Amica Models & Co.,Torino,Italy,EMEA,Small
28,61.75,1729,Shipped,9,2004,Vintage Cars,Handji Gifts& Co,Singapore,Singapore,APAC,Small
46,49.04,2255.84,Shipped,10,2004,Vintage Cars,"Iberia Gift Imports, Corp.",Sevilla,Spain,EMEA,Small
30,61.15,1834.5,Shipped,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small
38,84.25,3201.5,Shipped,11,2004,Vintage Cars,"AV Stores, Co.",Manchester,UK,EMEA,Medium
40,56.91,2276.4,Shipped,11,2004,Vintage Cars,Marseille Mini Autos,Marseille,France,EMEA,Small
45,100,8884.8,Resolved,1,2005,Vintage Cars,Toys4GrownUps.com,Pasadena,USA,NA,Large
27,49.3,1331.1,Shipped,2,2005,Vintage Cars,Euro Shopping Channel,Madrid,Spain,EMEA,Small
42,72.65,3051.3,On Hold,4,2005,Vintage Cars,The Sharp Gifts Warehouse,San Jose,USA,NA,Medium
36,63.57,2288.52,In Process,5,2005,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,APAC,Small
29,100,3772.61,Shipped,1,2003,Trucks and Buses,Euro Shopping Channel,Madrid,Spain,EMEA,Medium
39,100,4164.42,Shipped,4,2003,Trucks and Buses,"La Corne D'abondance, Co.",Paris,France,EMEA,Medium
45,100,6295.95,Shipped,6,2003,Trucks and Buses,Muscle Machine Inc,NYC,USA,NA,Medium
47,100,6287.66,Shipped,8,2003,Trucks and Buses,Suominen Souveniers,Espoo,Finland,EMEA,Medium
49,100,5412.54,Shipped,9,2003,Trucks and Buses,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Medium
46,100,5984.14,Shipped,10,2003,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Medium
48,100,5891.04,Shipped,11,2003,Trucks and Buses,"Stylish Desk Decors, Co.",London,UK,EMEA,Medium
46,100,5984.14,Shipped,11,2003,Trucks and Buses,"Iberia Gift Imports, Corp.",Sevilla,Spain,EMEA,Medium
35,100,3608.15,Shipped,11,2003,Trucks and Buses,Mini Classics,White Plains,USA,NA,Medium
43,100,5752.54,Shipped,12,2003,Trucks and Buses,Diecast Collectables,Boston,USA,NA,Medium
26,100,3765.32,Shipped,3,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium
22,98.18,2159.96,Shipped,5,2004,Trucks and Buses,Euro Shopping Channel,Madrid,Spain,EMEA,Small
34,99.41,3379.94,Shipped,6,2004,Trucks and Buses,Handji Gifts& Co,Singapore,Singapore,APAC,Medium
50,100,5093.5,Shipped,7,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium
48,100,5773.44,Shipped,8,2004,Trucks and Buses,Diecast Classics Inc.,Allentown,USA,NA,Medium
41,100,4528.86,Shipped,9,2004,Trucks and Buses,Land of Toys Inc.,NYC,USA,NA,Medium
36,100,4816.08,Shipped,10,2004,Trucks and Buses,Marta's Replicas Co.,Cambridge,USA,NA,Medium
29,100,3416.78,Shipped,10,2004,Trucks and Buses,Canadian Gift Exchange Network,Vancouver,Canada,NA,Medium
33,37.48,1236.84,Shipped,11,2004,Trucks and Buses,Vitachrome Inc.,NYC,USA,NA,Small
46,100,5814.86,On Hold,11,2004,Trucks and Buses,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Medium
38,100,5223.48,Shipped,12,2004,Trucks and Buses,Muscle Machine Inc,NYC,USA,NA,Medium
20,36.42,728.4,Shipped,12,2004,Trucks and Buses,Euro Shopping Channel,Madrid,Spain,EMEA,Small
22,100,3949,Shipped,1,2005,Trucks and Buses,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Medium
27,100,3843.99,Shipped,2,2005,Trucks and Buses,Euro Shopping Channel,Madrid,Spain,EMEA,Medium
56,98.18,5498.08,Shipped,5,2005,Trucks and Buses,Euro Shopping Channel,Madrid,Spain,EMEA,Medium
38,99.41,3777.58,In Process,5,2005,Trucks and Buses,La Rochelle Gifts,Nantes,France,EMEA,Medium
25,100,3782,Shipped,1,2003,Vintage Cars,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Medium
33,100,3859.68,Shipped,3,2003,Vintage Cars,"AV Stores, Co.",Manchester,UK,EMEA,Medium
42,100,4431.84,Shipped,5,2003,Vintage Cars,Signal Gift Stores,Las Vegas,USA,NA,Medium
33,100,4950.33,Shipped,9,2003,Vintage Cars,Signal Collectibles Ltd.,Brisbane,USA,NA,Medium
38,100,4299.7,Shipped,10,2003,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,USA,NA,Medium
31,100,4492.83,Shipped,11,2003,Vintage Cars,Rovelli Gifts,Bergamo,Italy,EMEA,Medium
20,100,2212,Shipped,11,2003,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small
44,100,4642.88,Shipped,11,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Medium
26,100,3206.32,Shipped,12,2003,Vintage Cars,Muscle Machine Inc,NYC,USA,NA,Medium
27,100,3604.23,Shipped,1,2004,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Medium
46,100,7017.76,Shipped,3,2004,Vintage Cars,"Saveley & Henriot, Co.",Lyon,France,EMEA,Large
47,100,6154.18,Shipped,4,2004,Vintage Cars,Diecast Collectables,Boston,USA,NA,Medium
37,100,4750.8,Shipped,8,2004,Vintage Cars,Amica Models & Co.,Torino,Italy,EMEA,Medium
31,100,3822.92,Shipped,9,2004,Vintage Cars,Handji Gifts& Co,Singapore,Singapore,APAC,Medium
24,100,2440.8,Shipped,10,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,France,EMEA,Small
31,100,4729.36,Shipped,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium
50,100,12536.5,Shipped,11,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,USA,NA,Large
35,64.69,2264.15,Shipped,11,2004,Vintage Cars,"AV Stores, Co.",Manchester,UK,EMEA,Small
30,100,3928.2,Shipped,11,2004,Vintage Cars,Marseille Mini Autos,Marseille,France,EMEA,Medium
29,100,3630.22,Shipped,12,2004,Vintage Cars,Lyon Souveniers,Paris,France,EMEA,Medium
27,100,4196.07,Resolved,1,2005,Vintage Cars,Toys4GrownUps.com,Pasadena,USA,NA,Medium
40,100,4931.6,Shipped,2,2005,Vintage Cars,Euro Shopping Channel,Madrid,Spain,EMEA,Medium
31,98.99,3068.69,Shipped,3,2005,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium
6,100,785.64,Shipped,4,2005,Vintage Cars,Handji Gifts& Co,Singapore,Singapore,APAC,Small
45,100,4977,In Process,5,2005,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,APAC,Medium
22,54.09,1189.98,Shipped,1,2003,Trucks and Buses,Baane Mini Imports,Stavern,Norway,EMEA,Small
45,68.67,3090.15,Shipped,4,2003,Trucks and Buses,"La Corne D'abondance, Co.",Paris,France,EMEA,Medium
43,65.02,2795.86,Shipped,5,2003,Trucks and Buses,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Small
46,61.99,2851.54,Shipped,7,2003,Trucks and Buses,Technics Stores Inc.,Burlingame,USA,NA,Small
39,69.28,2701.92,Shipped,9,2003,Trucks and Buses,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Small
31,71.1,2204.1,Shipped,10,2003,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Small
41,69.28,2840.48,Shipped,11,2003,Trucks and Buses,"Stylish Desk Decors, Co.",London,UK,EMEA,Small
44,60.16,2647.04,Shipped,11,2003,Trucks and Buses,"Iberia Gift Imports, Corp.",Sevilla,Spain,EMEA,Small
45,70.49,3172.05,Shipped,11,2003,Trucks and Buses,"Saveley & Henriot, Co.",Lyon,France,EMEA,Medium
37,69.89,2585.93,Shipped,12,2003,Trucks and Buses,Diecast Collectables,Boston,USA,NA,Small
35,61.38,2148.3,Shipped,2,2004,Trucks and Buses,Handji Gifts& Co,Singapore,Singapore,APAC,Small
28,59.55,1667.4,Shipped,3,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small
30,61.99,1859.7,Shipped,5,2004,Trucks and Buses,Euro Shopping Channel,Madrid,Spain,EMEA,Small
30,49.22,1476.6,Shipped,6,2004,Trucks and Buses,Handji Gifts& Co,Singapore,Singapore,APAC,Small
25,69.28,1732,Shipped,7,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small
29,57.73,1674.17,Shipped,8,2004,Trucks and Buses,Diecast Classics Inc.,Allentown,USA,NA,Small
26,57.73,1500.98,Shipped,9,2004,Trucks and Buses,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Small
41,53.48,2192.68,Shipped,10,2004,Trucks and Buses,Marta's Replicas Co.,Cambridge,USA,NA,Small
34,52.87,1797.58,Shipped,10,2004,Trucks and Buses,Canadian Gift Exchange Network,Vancouver,Canada,NA,Small
35,61.21,2142.35,Shipped,11,2004,Trucks and Buses,Online Diecast Creations Co.,Nashua,USA,NA,Small
34,61.38,2086.92,On Hold,11,2004,Trucks and Buses,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Small
50,100,6834.5,Shipped,11,2004,Trucks and Buses,"Australian Collectors, Co.",Melbourne,Australia,APAC,Medium
41,61.99,2541.59,Shipped,12,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small
22,96.86,2130.92,Shipped,1,2005,Trucks and Buses,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Small
35,48.62,1701.7,Shipped,2,2005,Trucks and Buses,Corporate Gift Ideas Co.,San Francisco,USA,NA,Small
44,38.5,1694,Shipped,3,2005,Trucks and Buses,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Small
47,61.99,2913.53,Shipped,5,2005,Trucks and Buses,Euro Shopping Channel,Madrid,Spain,EMEA,Small
19,49.22,935.18,In Process,5,2005,Trucks and Buses,La Rochelle Gifts,Nantes,France,EMEA,Small
34,90.39,3073.26,Shipped,2,2003,Planes,Rovelli Gifts,Bergamo,Italy,EMEA,Medium
29,71.81,2082.49,Shipped,4,2003,Planes,"Australian Collectors, Co.",Melbourne,Australia,APAC,Small
49,69.27,3394.23,Shipped,6,2003,Planes,Euro Shopping Channel,Madrid,Spain,EMEA,Medium
30,85.32,2559.6,Shipped,8,2003,Planes,Toys4GrownUps.com,Pasadena,USA,NA,Small
21,70.96,1490.16,Shipped,10,2003,Planes,Technics Stores Inc.,Burlingame,USA,NA,Small
50,76.88,3844,Shipped,1,2004,Planes,Osaka Souveniers Co.,Osaka,Japan,Japan,Medium
47,100,4724.91,Shipped,2,2004,Planes,"Australian Collectors, Co.",Melbourne,Australia,APAC,Medium
24,76.03,1824.72,Shipped,4,2004,Planes,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,NA,Small
27,98.84,2668.68,Shipped,5,2004,Planes,The Sharp Gifts Warehouse,San Jose,USA,NA,Small
33,86.17,2843.61,Shipped,6,2004,Planes,Gift Depot Inc.,Bridgewater,USA,NA,Small
35,90.39,3163.65,Shipped,7,2004,Planes,La Rochelle Gifts,Nantes,France,EMEA,Medium
31,71.81,2226.11,Shipped,8,2004,Planes,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Small
25,82.79,2069.75,Shipped,9,2004,Planes,"Clover Collections, Co.",Dublin,Ireland,EMEA,Small
27,82.79,2235.33,Shipped,10,2004,Planes,Mini Classics,White Plains,USA,NA,Small
31,100,3116.43,Shipped,11,2004,Planes,Diecast Classics Inc.,Allentown,USA,NA,Medium
45,100,4781.7,Resolved,11,2004,Planes,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Medium
27,100,2810.7,Shipped,11,2004,Planes,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Small
27,100,3515.67,Shipped,12,2004,Planes,Gift Ideas Corp.,Glendale,USA,NA,Medium
42,69.27,2909.34,Shipped,2,2005,Planes,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Small
21,74.77,1570.17,Resolved,3,2005,Planes,Euro Shopping Channel,Madrid,Spain,EMEA,Small
34,76.88,2613.92,Shipped,3,2005,Planes,Reims Collectables,Reims,France,EMEA,Small
42,76.03,3193.26,On Hold,4,2005,Planes,Tekni Collectables Inc.,Newark,USA,NA,Medium
15,98.84,1482.6,Shipped,5,2005,Planes,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Small
29,70.87,2055.23,Shipped,2,2003,Motorcycles,Land of Toys Inc.,NYC,USA,NA,Small
46,58.15,2674.9,Shipped,4,2003,Motorcycles,"Australian Collectors, Co.",Melbourne,Australia,APAC,Small
30,61.78,1853.4,Shipped,7,2003,Motorcycles,Lyon Souveniers,Paris,France,EMEA,Small
30,49.67,1490.1,Shipped,8,2003,Motorcycles,Toys4GrownUps.com,Pasadena,USA,NA,Small
42,51.48,2162.16,Shipped,10,2003,Motorcycles,Corporate Gift Ideas Co.,San Francisco,USA,NA,Small
46,61.18,2814.28,Shipped,10,2003,Motorcycles,Technics Stores Inc.,Burlingame,USA,NA,Small
25,64.2,1605,Shipped,11,2003,Motorcycles,Daedalus Designs Imports,Lille,France,EMEA,Small
32,65.42,2093.44,Shipped,11,2003,Motorcycles,Herkku Gifts,Bergen,Norway,EMEA,Small
30,64.81,1944.3,Shipped,12,2003,Motorcycles,Mini Wheels Co.,San Francisco,USA,NA,Small
40,49.67,1986.8,Shipped,1,2004,Motorcycles,Osaka Souveniers Co.,Osaka,Japan,Japan,Small
28,60.57,1695.96,Shipped,2,2004,Motorcycles,"Australian Collectors, Co.",Melbourne,Australia,APAC,Small
23,55.72,1281.56,Shipped,4,2004,Motorcycles,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Small
29,61.18,1774.22,Shipped,5,2004,Motorcycles,Tekni Collectables Inc.,Newark,USA,NA,Small
34,58.75,1997.5,Shipped,6,2004,Motorcycles,Gift Depot Inc.,Bridgewater,USA,NA,Small
37,63.6,2353.2,Shipped,7,2004,Motorcycles,La Rochelle Gifts,Nantes,France,EMEA,Small
20,49.06,981.2,Shipped,8,2004,Motorcycles,Marta's Replicas Co.,Cambridge,USA,NA,Small
32,48.46,1550.72,Shipped,9,2004,Motorcycles,Atelier graphique,Nantes,France,EMEA,Small
34,52.09,1771.06,Shipped,10,2004,Motorcycles,Mini Classics,White Plains,USA,NA,Small
42,52.7,2213.4,Shipped,11,2004,Motorcycles,Diecast Classics Inc.,Allentown,USA,NA,Small
38,100,5266.04,Shipped,11,2004,Motorcycles,Land of Toys Inc.,NYC,USA,NA,Medium
30,62.16,1864.8,Shipped,11,2004,Motorcycles,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Small
23,49.67,1142.41,Shipped,1,2005,Motorcycles,Technics Stores Inc.,Burlingame,USA,NA,Small
22,53.3,1172.6,Shipped,2,2005,Motorcycles,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Small
39,100,6981,Shipped,3,2005,Motorcycles,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Medium
55,55.72,3064.6,Shipped,4,2005,Motorcycles,Auto Canal Petit,Paris,France,EMEA,Medium
36,61.18,2202.48,Disputed,5,2005,Motorcycles,Euro Shopping Channel,Madrid,Spain,EMEA,Small
26,100,3773.38,Shipped,1,2003,Vintage Cars,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Medium
31,100,5074.39,Shipped,3,2003,Vintage Cars,"AV Stores, Co.",Manchester,UK,EMEA,Medium
34,100,6483.46,Shipped,5,2003,Vintage Cars,"Australian Collectors, Co.",Melbourne,Australia,APAC,Medium
41,100,7956.46,Shipped,7,2003,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,APAC,Large
23,100,4230.62,Shipped,9,2003,Vintage Cars,Signal Collectibles Ltd.,Brisbane,USA,NA,Medium
48,100,7209.12,Shipped,10,2003,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,USA,NA,Large
22,100,3452.68,Shipped,11,2003,Vintage Cars,Rovelli Gifts,Bergamo,Italy,EMEA,Medium
21,100,3047.73,Shipped,11,2003,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium
22,100,3675.32,Shipped,11,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Medium
40,100,7492.4,Shipped,12,2003,Vintage Cars,Euro Shopping Channel,Madrid,Spain,EMEA,Large
50,100,9534.5,Shipped,1,2004,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Large
29,100,5579.02,Shipped,3,2004,Vintage Cars,"Saveley & Henriot, Co.",Lyon,France,EMEA,Medium
43,100,5950.34,Shipped,4,2004,Vintage Cars,Euro Shopping Channel,Madrid,Spain,EMEA,Medium
24,100,3726,Shipped,6,2004,Vintage Cars,Mini Caravy,Strasbourg,France,EMEA,Medium
22,100,4455,Shipped,8,2004,Vintage Cars,Amica Models & Co.,Torino,Italy,EMEA,Medium
43,100,8272.34,Shipped,9,2004,Vintage Cars,Herkku Gifts,Bergen,Norway,EMEA,Large
20,100,3577.6,Shipped,10,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,France,EMEA,Medium
25,100,3881.25,Shipped,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium
36,100,5797.44,Shipped,11,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,USA,NA,Medium
24,52.67,1264.08,Shipped,11,2004,Vintage Cars,"AV Stores, Co.",Manchester,UK,EMEA,Small
21,100,4815.3,Shipped,11,2004,Vintage Cars,"Australian Collectors, Co.",Melbourne,Australia,APAC,Medium
30,100,4462.2,Shipped,12,2004,Vintage Cars,Lyon Souveniers,Paris,France,EMEA,Medium
32,94.79,3033.28,Resolved,1,2005,Vintage Cars,Toys4GrownUps.com,Pasadena,USA,NA,Medium
21,47.18,990.78,Shipped,2,2005,Vintage Cars,Euro Shopping Channel,Madrid,Spain,EMEA,Small
26,78.11,2030.86,Shipped,3,2005,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small
35,100,5433.75,In Process,5,2005,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium
26,100,3157.44,Shipped,3,2003,Classic Cars,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Medium
46,100,5161.2,Shipped,5,2003,Classic Cars,Atelier graphique,Nantes,France,EMEA,Medium
37,100,4346.76,Shipped,7,2003,Classic Cars,Reims Collectables,Reims,France,EMEA,Medium
27,100,3528.36,Shipped,9,2003,Classic Cars,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Medium
23,100,3187.8,Shipped,10,2003,Classic Cars,Heintze Collectables,Aaarhus,Denmark,EMEA,Medium
39,100,6023.16,Shipped,11,2003,Classic Cars,Gift Depot Inc.,Bridgewater,USA,NA,Medium
27,100,3884.76,Shipped,11,2003,Classic Cars,Herkku Gifts,Bergen,Norway,EMEA,Medium
38,100,4965.84,Shipped,11,2003,Classic Cars,Online Diecast Creations Co.,Nashua,USA,NA,Medium
27,100,4169.88,Shipped,12,2003,Classic Cars,Muscle Machine Inc,NYC,USA,NA,Medium
40,100,4910.4,Shipped,1,2004,Classic Cars,Euro Shopping Channel,Madrid,Spain,EMEA,Medium
24,100,3231.36,Shipped,2,2004,Classic Cars,Collectable Mini Designs Co.,San Diego,USA,NA,Medium
44,100,6853.44,Shipped,4,2004,Classic Cars,Mini Caravy,Strasbourg,France,EMEA,Medium
37,100,5177.04,Cancelled,6,2004,Classic Cars,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Medium
20,100,2824.8,Shipped,7,2004,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Small
39,100,4324.32,Shipped,8,2004,Classic Cars,Signal Gift Stores,Las Vegas,USA,NA,Medium
44,100,5052.96,Shipped,8,2004,Classic Cars,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Medium
22,100,3223.44,Shipped,10,2003,Classic Cars,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Medium
43,100,5278.68,Shipped,10,2004,Classic Cars,Euro Shopping Channel,Madrid,Spain,EMEA,Medium
27,100,2851.2,Shipped,11,2004,Classic Cars,FunGiftIdeas.com,New Bedford,USA,NA,Small
26,64.9,1687.4,Shipped,11,2004,Classic Cars,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Small
25,52.32,1308,Shipped,11,2004,Classic Cars,Reims Collectables,Reims,France,EMEA,Small
49,100,6144.6,Shipped,1,2005,Classic Cars,Royale Belge,Charleroi,Belgium,EMEA,Medium
29,100,5127.2,Shipped,2,2005,Classic Cars,Euro Shopping Channel,Madrid,Spain,EMEA,Medium
41,100,6386.16,On Hold,4,2005,Classic Cars,The Sharp Gifts Warehouse,San Jose,USA,NA,Medium
55,100,7695.6,Shipped,5,2005,Classic Cars,Salzburg Collectables,Salzburg,Austria,EMEA,Large
27,83.07,2242.89,Shipped,1,2003,Vintage Cars,Baane Mini Imports,Stavern,Norway,EMEA,Small
23,100,2539.89,Shipped,3,2003,Vintage Cars,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Small
31,90.17,2795.27,Shipped,5,2003,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Small
46,100,5545.76,Shipped,7,2003,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,APAC,Medium
47,91.18,4285.46,Shipped,9,2003,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Medium
31,100,3329.09,Shipped,10,2003,Vintage Cars,Classic Legends Inc.,NYC,USA,NA,Medium
46,100,5592.22,Shipped,11,2003,Vintage Cars,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Medium
37,89.15,3298.55,Shipped,11,2003,Vintage Cars,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Medium
28,93.21,2609.88,Shipped,11,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Small
37,90.17,3336.29,Shipped,12,2003,Vintage Cars,Canadian Gift Exchange Network,Vancouver,Canada,NA,Medium
49,100,5510.05,Shipped,1,2004,Vintage Cars,West Coast Collectables Co.,Burbank,USA,NA,Medium
24,100,2504.4,Shipped,3,2004,Vintage Cars,Cambridge Collectables Co.,Cambridge,USA,NA,Small
30,100,3525.6,Shipped,4,2004,Vintage Cars,Euro Shopping Channel,Madrid,Spain,EMEA,Medium
50,88.14,4407,Shipped,6,2004,Vintage Cars,The Sharp Gifts Warehouse,San Jose,USA,NA,Medium
31,96.24,2983.44,Shipped,7,2004,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,APAC,Small
46,100,5126.24,Shipped,8,2004,Vintage Cars,Amica Models & Co.,Torino,Italy,EMEA,Medium
47,100,5713.79,Shipped,9,2004,Vintage Cars,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Medium
46,100,4613.8,Shipped,10,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,France,EMEA,Medium
37,100,3711.1,Shipped,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium
33,100,3524.73,Shipped,11,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,USA,NA,Medium
31,90.17,2795.27,Shipped,11,2004,Vintage Cars,Mini Wheels Co.,San Francisco,USA,NA,Small
48,100,4814.4,Shipped,11,2004,Vintage Cars,"Australian Collectors, Co.",Melbourne,Australia,APAC,Medium
41,87.13,3572.33,Shipped,12,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium
42,100,4581.36,Shipped,1,2005,Vintage Cars,Collectables For Less Inc.,Brickhaven,USA,NA,Medium
41,100,4319.76,Shipped,2,2005,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,USA,NA,Medium
